ID,accuracy,x,y
2550,439.128951,2681116,1250648
10437,301.748542,2681092,1250672
9174,301.748542,2681128,1250683
8773,301.748542,2681111,1250683
2764,301.748529,2681131,1250692
2513,301.748529,2681171,1250711
9185,301.748542,2681107,1250712
28521,301.748542,2681124,1250720
26745,301.748542,2681117,1250725
27391,301.748542,2681138,1250725
