ID,accuracy,x,y
440,205.235904,2689131.0,1247024.0
441,119.0,2677360.0,1247059.0
442,95.0,2677351.0,1247076.0
443,147.0,2677348.0,1247083.0
444,147.0,2677348.0,1247083.0
445,65.811384,2677014.0,1247148.0
446,391.057905,2689583.0,1247261.0
447,156.882318,2685151.0,1247276.0
448,38.955579,2682556.0,1247319.0
449,301.748529,2685347.0,1247355.0
450,13.10342,2685349.0,1247363.0
451,301.748542,2676575.0,1247396.0
452,149.486097,2686055.0,1247422.0
453,78.783099,2686842.0,1247433.0
454,301.748542,2677050.0,1247452.0
455,56.103799,2677192.0,1247455.0
456,36.0,2677208.0,1247461.0
457,254.229526,2678952.0,1247466.0
458,138.08636,2685712.0,1247469.0
459,154.926802,2676878.0,1247469.0
460,171.147059,2685739.0,1247470.0
461,333.130408,2676794.0,1247477.0
462,333.130408,2676798.0,1247478.0
463,108.234473,2676886.0,1247481.0
464,333.130408,2676797.0,1247482.0
465,333.130408,2676797.0,1247485.0
466,42.037067,2676840.0,1247488.0
467,184.0,2676445.0,1247523.0
468,410.037594,2678870.0,1247562.0
469,126.18415,2676011.0,1247571.0
470,301.748529,2677037.0,1247616.0
471,315.936328,2689966.0,1247621.0
472,159.397239,2688338.0,1247652.0
473,115.490281,2689712.0,1247655.0
474,301.748542,2676141.0,1247680.0
475,301.748542,2678688.0,1247689.0
476,301.748529,2686464.0,1247704.0
477,19.193172,2684996.0,1247706.0
478,301.748529,2686441.0,1247713.0
479,301.748529,2676330.0,1247717.0
480,301.748529,2676381.0,1247724.0
481,301.748529,2676320.0,1247734.0
482,301.748542,2676321.0,1247736.0
483,301.748529,2676316.0,1247739.0
484,301.748529,2676322.0,1247742.0
485,301.748542,2676322.0,1247742.0
486,301.748542,2676326.0,1247745.0
487,301.748529,2676328.0,1247746.0
488,301.748542,2676314.0,1247746.0
489,301.748529,2676318.0,1247746.0
490,301.748542,2676325.0,1247747.0
491,301.748542,2676327.0,1247748.0
492,301.748529,2676318.0,1247749.0
493,301.748542,2676318.0,1247749.0
494,301.748542,2676316.0,1247749.0
495,337.650436,2685583.0,1247750.0
496,283.0,2676457.0,1247750.0
497,301.748542,2676317.0,1247751.0
498,301.748542,2676319.0,1247751.0
499,301.748529,2676322.0,1247751.0
500,301.748542,2676322.0,1247751.0
501,301.748542,2676323.0,1247756.0
502,301.748542,2676323.0,1247757.0
503,301.748542,2676312.0,1247769.0
504,301.748542,2676025.0,1247771.0
505,153.804929,2690101.0,1247777.0
506,301.748542,2687953.0,1247788.0
507,235.561512,2688009.0,1247866.0
508,188.303678,2688106.0,1247891.0
509,301.748542,2678726.0,1247930.0
510,308.043691,2687877.0,1247948.0
511,301.748542,2678734.0,1247953.0
512,210.0,2688706.0,1247964.0
513,7.0,2674747.0,1247987.0
514,301.748529,2688245.0,1247996.0
515,301.748529,2688255.0,1247996.0
516,32.186507,2678397.0,1248015.0
517,301.748542,2686250.0,1248074.0
518,284.221332,2677940.0,1248120.0
519,398.0,2678054.0,1248197.0
520,301.748542,2674361.0,1248205.0
521,257.492052,2678272.0,1248232.0
522,111.0,2674924.0,1248277.0
523,29.481519,2674773.0,1248277.0
524,343.0,2688562.0,1248287.0
525,333.130408,2677838.0,1248299.0
526,101.399851,2678290.0,1248302.0
527,101.399851,2678290.0,1248302.0
528,204.0,2687048.0,1248305.0
529,18.895359,2685554.0,1248311.0
530,192.0,2687036.0,1248328.0
531,66.483037,2678288.0,1248328.0
532,66.483037,2678288.0,1248328.0
533,104.0,2677089.0,1248355.0
534,301.748542,2687570.0,1248364.0
535,67.752328,2688778.0,1248389.0
536,116.435371,2678129.0,1248392.0
537,87.810475,2678104.0,1248394.0
538,123.463214,2687259.0,1248395.0
539,13.910742,2684979.0,1248407.0
540,52.005126,2678123.0,1248409.0
541,64.422833,2687280.0,1248415.0
542,28.736413,2687304.0,1248421.0
543,80.140135,2687307.0,1248421.0
544,333.130408,2687305.0,1248423.0
545,22.634388,2687306.0,1248423.0
546,28.248313,2687306.0,1248424.0
547,20.82065,2687300.0,1248425.0
548,46.677505,2687300.0,1248426.0
549,334.006783,2686433.0,1248431.0
550,282.0,2677980.0,1248437.0
551,96.479192,2687309.0,1248438.0
552,75.437132,2688080.0,1248457.0
553,301.748542,2684764.0,1248531.0
554,301.748542,2684750.0,1248535.0
555,83.571622,2688889.0,1248550.0
556,42.828836,2685673.0,1248583.0
557,53.886736,2686823.0,1248588.0
558,301.748542,2685121.0,1248632.0
559,301.748542,2685170.0,1248639.0
560,409.618864,2684774.0,1248677.0
561,181.738463,2676711.0,1248689.0
562,257.497021,2677804.0,1248692.0
563,280.0,2676432.0,1248701.0
564,459.0,2675453.0,1248719.0
565,68.929667,2685702.0,1248730.0
566,7.0,2685673.0,1248739.0
567,48.0,2688618.0,1248819.0
568,24.0,2688619.0,1248826.0
569,103.622986,2677564.0,1248905.0
570,16.093252,2677605.0,1248916.0
571,351.0,2677564.0,1248956.0
572,76.209601,2676916.0,1248967.0
573,60.0,2687635.0,1249012.0
574,134.517212,2677687.0,1249077.0
575,222.0,2687630.0,1249079.0
576,301.748542,2675485.0,1249079.0
577,150.874271,2685220.0,1249092.0
578,159.0,2675907.0,1249126.0
579,301.748542,2684197.0,1249127.0
580,301.748542,2684201.0,1249130.0
581,9.429642,2684232.0,1249135.0
582,54.0,2677311.0,1249136.0
583,111.546515,2684352.0,1249146.0
584,60.0,2677299.0,1249149.0
585,245.0,2675900.0,1249158.0
586,256.287216,2676809.0,1249177.0
587,257.492058,2677307.0,1249183.0
588,257.492052,2677525.0,1249213.0
589,18.900593,2675370.0,1249218.0
590,257.492053,2676851.0,1249231.0
591,75.020801,2684347.0,1249237.0
592,204.0,2676437.0,1249263.0
593,301.748542,2683308.0,1249270.0
594,170.260148,2684294.0,1249271.0
595,257.492053,2676810.0,1249272.0
596,301.748542,2676072.0,1249287.0
597,257.492052,2684791.0,1249299.0
598,301.748542,2684532.0,1249301.0
599,208.0,2684314.0,1249304.0
600,213.844903,2676680.0,1249309.0
601,178.452925,2684247.0,1249351.0
602,257.492058,2675308.0,1249357.0
603,301.748529,2684666.0,1249360.0
604,100.0,2676100.0,1249364.0
605,127.467826,2675735.0,1249368.0
606,331.0,2676074.0,1249373.0
607,331.0,2676124.0,1249393.0
608,429.0,2676074.0,1249411.0
609,301.748542,2676531.0,1249475.0
610,71.596363,2684237.0,1249491.0
611,257.492053,2684743.0,1249509.0
612,117.663599,2684181.0,1249529.0
613,301.748542,2683969.0,1249581.0
614,22.0,2683953.0,1249624.0
615,472.0,2684878.0,1249646.0
616,301.748542,2686683.0,1249665.0
617,247.0,2684895.0,1249691.0
618,268.0,2684853.0,1249734.0
619,373.800401,2676429.0,1249743.0
620,31.430883,2684137.0,1249856.0
621,413.0,2686275.0,1249919.0
622,80.722293,2689517.0,1249924.0
623,21.888551,2683164.0,1249933.0
624,152.0,2684301.0,1250041.0
625,33.0,2679211.0,1250053.0
626,42.807944,2684318.0,1250082.0
627,60.15991,2684360.0,1250101.0
628,23.060131,2683793.0,1250123.0
629,129.849876,2685833.0,1250145.0
630,36.867353,2684389.0,1250193.0
631,412.0,2685899.0,1250203.0
632,301.748542,2683710.0,1250218.0
633,301.748542,2683834.0,1250248.0
634,14.462128,2682380.0,1250277.0
635,38.62382,2681141.0,1250333.0
636,10.137199,2684235.0,1250334.0
637,38.62382,2684149.0,1250375.0
638,17.846359,2684147.0,1250384.0
639,24.342722,2684150.0,1250388.0
640,25.747228,2684147.0,1250390.0
641,208.656678,2682171.0,1250398.0
642,228.0,2679314.0,1250401.0
643,151.581236,2682372.0,1250418.0
644,56.895759,2681164.0,1250498.0
645,301.748529,2681214.0,1250503.0
646,301.748542,2683335.0,1250517.0
647,157.227409,2682252.0,1250537.0
648,150.874271,2681126.0,1250553.0
649,69.230926,2684111.0,1250560.0
650,301.748542,2682228.0,1250575.0
651,33.0,2681008.0,1250583.0
652,301.748542,2682626.0,1250592.0
653,301.748529,2681210.0,1250592.0
654,7.09309,2681793.0,1250594.0
655,265.943546,2682193.0,1250605.0
656,301.748542,2681250.0,1250606.0
657,301.748529,2681188.0,1250607.0
658,285.10202,2682211.0,1250608.0
659,152.260612,2682184.0,1250609.0
660,234.877266,2682217.0,1250628.0
661,301.748542,2681156.0,1250631.0
662,333.130408,2681666.0,1250636.0
663,301.748529,2681171.0,1250642.0
664,150.874265,2681206.0,1250645.0
665,301.748529,2681170.0,1250647.0
666,439.128951,2681116.0,1250648.0
667,443.0,2685360.0,1250655.0
668,210.591055,2682224.0,1250663.0
669,301.748542,2681188.0,1250669.0
670,301.748542,2681062.0,1250671.0
671,301.748542,2681092.0,1250672.0
672,373.952295,2682210.0,1250674.0
673,257.492058,2681325.0,1250674.0
674,301.748542,2682168.0,1250680.0
675,301.748542,2682158.0,1250681.0
676,301.748542,2681128.0,1250683.0
677,301.748542,2681111.0,1250683.0
678,301.748542,2681067.0,1250683.0
679,301.748542,2681034.0,1250689.0
680,301.748529,2681131.0,1250692.0
681,301.748529,2681207.0,1250698.0
682,301.748529,2681221.0,1250710.0
683,301.748529,2681171.0,1250711.0
684,257.492052,2681694.0,1250712.0
685,301.748542,2681107.0,1250712.0
686,301.748529,2681354.0,1250713.0
687,257.492052,2681395.0,1250715.0
688,301.748542,2681124.0,1250720.0
689,329.579183,2681485.0,1250721.0
690,301.748542,2681117.0,1250725.0
691,301.748542,2681138.0,1250725.0
692,301.748542,2681287.0,1250731.0
693,301.748542,2684725.0,1250739.0
694,301.748529,2681268.0,1250745.0
695,301.748529,2681232.0,1250747.0
696,301.748542,2682153.0,1250749.0
697,42.0,2681781.0,1250768.0
698,151.678666,2684724.0,1250770.0
699,301.748542,2681082.0,1250774.0
700,301.748542,2681106.0,1250779.0
701,301.748529,2681620.0,1250783.0
702,150.874271,2681174.0,1250783.0
703,301.748542,2681121.0,1250784.0
704,153.949255,2681984.0,1250789.0
705,301.748542,2681105.0,1250791.0
706,18.320467,2680109.0,1250791.0
707,301.748529,2681284.0,1250798.0
708,124.892188,2681081.0,1250805.0
709,32.186507,2679572.0,1250807.0
710,296.199181,2681354.0,1250810.0
711,49.478027,2682091.0,1250813.0
712,396.781907,2681317.0,1250833.0
713,47.390986,2681766.0,1250852.0
714,381.394516,2681744.0,1250865.0
715,301.748542,2681387.0,1250866.0
716,35.0,2685318.0,1250871.0
717,311.134062,2681779.0,1250878.0
718,257.492053,2681679.0,1250878.0
719,210.216637,2681665.0,1250889.0
720,301.748542,2681506.0,1250892.0
721,257.492053,2681748.0,1250900.0
722,301.748542,2681911.0,1250901.0
723,40.0,2684738.0,1250909.0
724,301.748542,2681576.0,1250911.0
725,142.206194,2682020.0,1250912.0
726,404.487802,2681116.0,1250914.0
727,299.446352,2681533.0,1250921.0
728,397.315727,2681812.0,1250924.0
729,301.748529,2681862.0,1250929.0
730,333.130408,2681781.0,1250966.0
731,23.987724,2683210.0,1250975.0
732,148.0,2675535.0,1250975.0
733,333.130408,2681670.0,1250984.0
734,411.802715,2681586.0,1250986.0
735,184.553747,2681481.0,1250989.0
736,301.748542,2680160.0,1250989.0
737,175.864669,2681658.0,1250999.0
738,301.748542,2681565.0,1250999.0
739,301.748542,2682031.0,1251006.0
740,485.850701,2678202.0,1251006.0
741,373.0,2681427.0,1251018.0
